0.0000000 1.0000000 0.0000000 0.0000000
1.0000000 0.7937005 0.1887836 0.0175159
2.0000000 0.6299605 0.3085850 0.0614545
3.0000000 0.5000000 0.3784142 0.1215858
4.0000000 0.3968503 0.4125989 0.1905508
5.0000000 0.3149803 0.4218718 0.2631480
6.0000000 0.2500000 0.4142136 0.3357864
7.0000000 0.1984251 0.3955066 0.4060683
8.0000000 0.1574901 0.3700395 0.4724704
9.0000000 0.1250000 0.3408964 0.5341036
10.0000000 0.0992126 0.3102565 0.5905309
11.0000000 0.0787451 0.2796233 0.6416316
12.0000000 0.0625000 0.2500000 0.6875000
13.0000000 0.0496063 0.2220231 0.7283706
14.0000000 0.0393725 0.1960633 0.7645642
15.0000000 0.0312500 0.1723018 0.7964482
16.0000000 0.0248031 0.1507874 0.8244094
17.0000000 0.0196863 0.1314790 0.8488347
18.0000000 0.0156250 0.1142767 0.8700983
19.0000000 0.0124016 0.0990446 0.8885538
20.0000000 0.0098431 0.0856275 0.9045294
21.0000000 0.0078125 0.0738621 0.9183254
22.0000000 0.0062008 0.0635852 0.9302140
23.0000000 0.0049216 0.0546392 0.9404393
24.0000000 0.0039063 0.0468750 0.9492188
25.0000000 0.0031004 0.0401545 0.9567452
26.0000000 0.0024608 0.0343510 0.9631882
27.0000000 0.0019531 0.0293502 0.9686967
28.0000000 0.0015502 0.0250492 0.9734006
29.0000000 0.0012304 0.0213564 0.9774132
30.0000000 0.0009766 0.0181908 0.9808326
31.0000000 0.0007751 0.0154810 0.9837439
32.0000000 0.0006152 0.0131642 0.9862206
33.0000000 0.0004883 0.0111859 0.9883258
34.0000000 0.0003875 0.0094983 0.9901141
35.0000000 0.0003076 0.0080603 0.9916321
36.0000000 0.0002441 0.0068359 0.9929199
37.0000000 0.0001938 0.0057944 0.9940118
38.0000000 0.0001538 0.0049091 0.9949371
39.0000000 0.0001221 0.0041571 0.9957209
40.0000000 0.0000969 0.0035187 0.9963844
41.0000000 0.0000769 0.0029772 0.9969459
42.0000000 0.0000610 0.0025180 0.9974210
43.0000000 0.0000484 0.0021289 0.9978227
44.0000000 0.0000384 0.0017993 0.9981622
45.0000000 0.0000305 0.0015203 0.9984492
46.0000000 0.0000242 0.0012842 0.9986916
47.0000000 0.0000192 0.0010844 0.9988963
48.0000000 0.0000153 0.0009155 0.9990692
49.0000000 0.0000121 0.0007727 0.9992151
50.0000000 0.0000096 0.0006521 0.9993383
